Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Orientation,EquivDiameter,Solidity,Perimeter,Regularity,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity,SplusB,Ypos,Ypeak,b,B,S,imean,isd,band_b,snr,sbr,ibr,isr,MeanStreakIntensity,CV,width,height,ar,Object,peak_locs,peak_amps,tophat_width,lane,lane_shift,lane_rot,lane_x_shift,n_back,b_blank,n_back_blank,lane_label,treatment_class,w_lane,p_lane,lane_centroid,class,diff_s0,diff_s0_plus_ci,diff_R2E,diff_RMS,band,bandMW,ML_class,ML_prob,cycle,Ab1_name,Ab1_barcode,run_name,hot_pixel_count,puncta_count,mean_puncta_size,sd_puncta_size,mean_puncta_brightness,sd_puncta_brightness,ladder,ID,MW,fit_type,fit_r2,a_fit,b_fit,c_fit,d_fit,x_min,MW_max,x_max,true_background,avg_final_wash_thru_dp,avg_final_wash_thru_Q0,avg_final_wash_thru_Q1,avg_final_wash_thru_Q2,avg_final_wash_thru_Qm,avg_final_wash_thru_rhyd,avg_final_wash_thru_temp_0,avg_final_wash_thru_temp_1,avg_final_wash_thru_temp_2,avg_bubble_0,avg_bubble_1,avg_bubble_2,bubble_score_0,bubble_score_1,i_lane,S_lane,pk_lane_proj,S_lane_proj,total_protein,total_protein_norm,total_protein_background_removed,total_protein_background_removed_norm,S_norm,i_norm,improc_rev,analysis_time,operator,instrument_id,membrane_id,membrane_coating_lot,transfer_date,run_directory,rotation
0.02992645575,0.224420517241379,0.0424976551724138,0.0029325,0.0087975,0.44574,0.07038,0.112486648730214,0.195201298393907,0.964523281596452,166.377,0.177282691763316,0.22287,0.03519,320.481609195402,675559.676809211,6,6.43783960203573,0,396740.676809211,278819,320.481609195402,78.9177894899679,64.9098059779759,339.227073404357,0.702773918324694,320.481609195402,4.5611921808108,69.2626849497126,0.246247482618731,0.44574,0.07038,6.33333333333333,1,7,1255686.93778904,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,4,199.99999997071,351.72247543732,0.357075798687834,0.477037883963692,0,0,2,0.163929865245973,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,1,126092.976197287,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,290136.040701362,431.044991659354,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.24113155725,0.450503116262482,4.56115528031384,0.1612875,4.2843825,0.59823,0.55131,-6.51066918477038,0.554092261427888,0.86994291387441,356.506,0.234850865779925,0.43401,4.557105,2464.85192582026,20475338.6027961,777,776,0,3196726.60279605,17278612,2464.85192582026,1171.9911471544,117.545921430542,3818.5044952922,5.40509531997108,2464.85192582026,9.11736044888824,269.347096578903,0.47548136051393,0.59823,0.55131,1.08510638297872,2,775,11117206.1923107,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,42.518644953973,44.3806122481472,0.998477346074083,0.0146021679272346,5,150.184980575714,1,0.839637814375576,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,2,149.587942173557,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,17979937.0720613,3315.20451508634,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.20604536775,0.443629970784641,5.88320695742905,0.1554225,5.6450625,0.592365,0.4692,-8.55699731713078,0.51219635905461,0.87907249779865,320.778,0.241273062004119,0.43401,5.87673,1697.63121869783,12900393.3610197,1002,1000,0,2731582.36101974,10168811,1697.63121869783,583.4713468115,293.060803739622,2831.18793539445,3.72268145566874,1697.63121869783,5.37296343951848,314.958081198105,0.343697347448083,0.592365,0.4692,1.2625,3,1000,6923356.40359623,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,39.7191343156751,41.5884838010005,0.998274414860637,0.0159838317831679,6,100.190784998068,1,0.851088216989286,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,3,99.8632914085722,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,10581554.9233749,2283.29930176462,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.211101906825,0.450362617728532,7.26311393351801,0.1554225,7.0116075,0.56304,0.53958,-30.1847844001022,0.518443146100503,0.930130342528039,303.534,0.258089725983697,0.44574,7.255005,1074.77008310249,9394481.8546875,1237,1234,0,2798617.8546875,6595864,1074.77008310249,244.656891492224,327.090295898774,2151.96536070767,2.35682910010467,1074.77008310249,3.31364800281239,323.346485260445,0.227636492063478,0.56304,0.53958,1.04347826086957,4,1233,3255622.2060499,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,37.2191025912057,39.2845654960101,0.997635809475061,0.0192117423866011,7,70.0717544563473,1,0.884356259062688,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,4,69.8726004400265,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,6863584.85599852,1445.55646319216,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.2200110471,0.448447840056285,8.70247159474672,0.1730175,8.4543975,0.55131,0.486795,-18.0485182274287,0.529270030746414,0.971888770703541,289.58,0.276175827379408,0.44574,8.70366,4837.57191994997,33857838.0101974,1484,1484,0,2916728.01019737,30941110,4837.57191994997,1444.85101547061,986.089200534249,5317.48505992012,10.608157459943,4837.57191994997,6.36833655915238,758.628809661065,0.298672772080577,0.55131,0.486795,1.13253012048193,5,1482,9842387.09897241,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,43.8271887922701,46.0133796222216,0.997645038550161,0.0196916886474892,2,50.1087179350259,1,0.910596005843034,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,5,50.0439749867994,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,32196984.9626651,6506.49237914608,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.23893007085,0.453188195364238,9.74687597682119,0.1730175,9.4866375,0.55131,0.533715,-34.8975261997491,0.551557081934947,0.982739105829089,299.554,0.278222511280299,0.451605,9.741765,3827.37244457242,29752470.0817434,1661,1663,0,3167541.08174342,26584929,3827.37244457242,1141.8584447178,341.2302215951,4873.87056202043,8.39292318992359,3827.37244457242,3.42584609989865,1116.20501533494,0.298340039087929,0.55131,0.533715,1.03296703296703,6,1661,8174877.6318628,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,53.4705942058151,56.0251218571498,0.997206885478086,0.0225273117439228,4,40.0139002545409,1,0.91959073064988,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,6,40.0139002545409,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,27663990.0522806,5147.7828246989,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.34762846185,0.445226391747477,13.0083953151593,0.1436925,12.6185475,0.64515,0.733125,-53.3561530040076,0.665292645760404,0.989038950871012,365.122,0.275328802139826,0.44574,13.0203,8241.11597071047,87893294.1837171,2220,2230,0,4608576.18371711,83284718,8241.11597071047,2708.70948898241,863.61596076092,8883.56836012948,18.0716808575844,8241.11597071047,52.300567781626,156.572208491505,0.328682365180803,0.64515,0.733125,0.88,7,2230,12567752.526578,500,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,60.2269362529941,63.2544226345294,0.996678914892339,0.0240010406687421,1,20.0158333877694,1,0.924654563117314,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,7,20.2647056939985,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,86665178.2391067,11084.2296810011,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.2758737645,0.451248127182045,14.3825259613466,0.1495575,14.0730675,0.639285,0.59823,-34.2948554343676,0.592666336412281,0.990001234415504,325.086,0.275479266129432,0.451605,14.386845,2553.42668329177,24135792.6069079,2453,2458,0,3657310.60690789,20478482,2553.42668329177,937.773720203466,230.49711184145,4168.37687639815,5.59932808586737,2553.42668329177,21.3360931001769,118.676393953802,0.367260875880927,0.639285,0.59823,1.06862745098039,8,2456,10065001.7717933,300,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,94.2446529256994,98.0179722395795,0.996947958655816,0.0212737044019884,3,15.0017151891928,1,0.726303993653484,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,8,15.0806502515344,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,21309687.2417379,3434.33679756393,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.42908345865,0.327946783309283,16.2395432070707,0.0029325,15.7445925,0.63342,0.944265,80.7629791560648,0.739138706566579,0.955935320714231,428.596,0.260588206175321,0.34017,16.23432,496.353615520282,11879955.4626645,2768,2747,0,5688440.46266447,6191515,496.353615520282,113.061116653467,150.488250319285,1796.3440638817,1.08843804213781,496.353615520282,5.18857310517565,94.6628355154454,0.227783405052778,0.63342,0.944265,0.670807453416149,9,2778,1587095.01681907,300,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,1,56.3579188796677,58.555523482028,0.998184476469502,0.0159725776934192,0,0,1,0.6621045171013,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,9,9.67682349042257,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,6442823.65277508,667.591318575728,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
0.0177494841,0.856028575581395,16.3739547383721,0.8064375,16.2489825,0.087975,0.240465,87.8943791794,0.150330785452508,0.990403071017274,95.156,0.238719927100772,0.85629,16.369215,309.199612403101,394855.263486842,2791,2790,0,235308.263486842,159547,309.199612403101,30.1880333753754,150.488250319285,253.904078262093,0.678033986719389,309.199612403101,9.23890697566977,32.4671204307353,0.0976328305871856,0.087975,0.240465,0.365853658536585,10,2778,1587095.01681907,300,1,1.36068,-5.92324561403509,0.069471338028169,226.184146681114,456.023766447368,16.599088585768,TPA ,,0.3,0.89148,4.49259,7,25.4929974991466,26.6734788031486,0.996763236326075,0.0108827345322729,0,0,2,0.0233380146718722,2,Strep Tag Recombinant Rabbit Monoclonal Antibody (HL1252) #46975,0,Sensitivity,19,32,0.0585326785240815,0.0419191434298218,2614.99587406791,170.757137794601,1,10,9.33814987422953,power2,0.999807849283762,1438732.88881728,-1.35862824974721,-20.6171392576144,0,538,259.837241308253,3131.61440354959,642.935205257048,1.18,3.33,3.17,0,0.44,0.36,31.26,30.39,34.15,0,0.0138,0.9993,0.86,0.67,0.743499206339631,0.96099401965366,0.650094898983372,0.613730680140542,731138317,0.752736228329859,325423094,0.922184304956621,166022.885405156,415.870803582079,286,12-Dec-2024 14:15:31,SS,Beta 001,C112524_007,MEMBRANE COATING LOT,12/11/24,\\ProteowiseNAS2\Run Data\Beta Run Data\C112524_007,3.75
